Variable Label,Variable Name,Variable Type
Wantedness of 5th pregnancy at time of conception -- Respondent's partner,WANTP5,computed in post-processing
Wantedness of 6th pregnancy at time of conception -- Respondent,WANTRP6,computed in post-processing
Wantedness of 6th pregnancy at time of conception -- Respondent's partner,WANTP6,computed in post-processing
Wantedness of 7th pregnancy at time of conception -- Respondent,WANTRP7,computed in post-processing
Wantedness of 7th pregnancy at time of conception -- Respondent's partner,WANTP7,computed in post-processing
Wantedness of 8th pregnancy at time of conception -- Respondent,WANTRP8,computed in post-processing
Wantedness of 8th pregnancy at time of conception -- Respondent's partner,WANTP8,computed in post-processing
Wantedness of 9th pregnancy at time of conception -- Respondent,WANTRP9,computed in post-processing
Wantedness of 9th pregnancy at time of conception -- Respondent's partner,WANTP9,computed in post-processing
Was R pregnant in month of last sex in past 12 mos,LSEXPREG,computed in post-processing
Whether case was selected for Phase 1 sample,PHASE1,raw
Whether case was selected for Phase 2 sample,PHASE2,raw
Whether case was selected for Phase 3 sample,PHASE3,raw
Whether first method mentioned was drug or device (1st meth) (FC E-14),DRUGDEV,computed
Whether first method mentioned was drug or device (2nd meth) (FC E-14),DRUGDEV2,computed
Whether first method mentioned was drug or device (3rd meth) (FC E-14),DRUGDEV3,computed
Whether first method mentioned was drug or device (4th meth) (FC E-14),DRUGDEV4,computed
Whether or not Partner is current - 2nd-to-last partner in last 12 mos,PCURRNT2,raw
Whether or not Partner is current - 3rd-to-last partner in last 12 mos,PCURRNT3,raw
Whether or not Partner is current - last partner in last 12 mos,PCURRNT1,raw
Whether R & H/P's Only Sterile Ops are Tubal and/or Vasectomy (computed in FC D-16),ONLYTBVS,computed
Whether R had a live birth in the last 12 months,BIRTH1,computed in post-processing
Whether R had sexual intercourse in the last 3 months (based on LSEXDATE),SEX3MO,computed in post-processing
"Whether R has children (18 or younger), and whether bio/non-bio, living in household",HHKIDTYP,recode
Whether R Has Ever Cohabited with a Non-Marital Male Partner (computed in FC C-31),EVRCOHAB,computed
Whether R has ever had sex (vaginal intercourse) with a male (computed in FC C-42),RHADSEX,computed
Whether R has ever had sexual intercourse with a male,HADSEX,recode
"Whether R has had any sterilizing operations or procedures, regardless of later reversal (computed in FC D-7b)",ANYFSTER,computed
Whether R has had sexual intercourse with a male only once,SEXONCE,recode
Whether R is currently employed (working or temporarily on leave from a job) (computed in FC I-9),RWRKST,computed
Whether R is currently pregnant (at time of interview) (computed in FC B-3),CURRPREG,computed
Whether R is Surgically Sterile at Interview (computed in FC D-16),RSURGSTR,computed
Whether R lived in intact family from birth to age 18 (FC A-29),INTACT18,computed
Whether R lived on own before age 18 (FC A-27),ONOWN18,computed
Whether R used a cervical cap in the last 12 months (FC E-55),CERVC_12,computed
Whether R used a diaphragm in the last 12 months (FC E-55),DIAPH_12,computed
Whether R used a method at first sex (total universe) (FC E-18 and FC E-29),USEFSTSX,computed
Whether R used an implant in the last 12 months (FC E-55),IMPLANT_12,computed
Whether R used an IUD in the last 12 months (FC E-55),IUD_12,computed
Whether R used Depo-Provera in the last 12 months (FC E-55),DEPO_12,computed
Whether R used emergency contraception in the last 12 months (FC E-55),MPILL_12,computed
Whether R used the Patch in the last 12 months (FC E-55),PATCH_12,computed
Whether R used the pill in the last 12 months (FC E-55),PILL_12,computed
Whether R used the Ring in the last 12 months (FC E-55),RING_12,computed
Whether R was also the screener informant,RSCRNINF,raw
Whether R's 1st live birth was before 1st marriage to a man,B1PREMAR,computed in post-processing
Whether R's Current H/P is Surgically Sterile at Interview (computed in FC D-16),PSURGSTR,computed
"Whether spouse/partner is currently employed (working or temporarily on leave from a job) (computed in
FC I-11)",SPWRKST,computed
"Year current union (marriage or coresidence) began with current wife/female cohabiting partner
(computed in FC C-2f)",CMSTRTFWP,computed
Year of dissolution of 1st marriage to a man,MARDIS01,recode
Year of dissolution of 2nd marriage to a man,MARDIS02,recode
Year of first cohabitation (including premarital cohabitation) with a man,COHAB1,recode
Year of R's marriage to 1st husband,MARDAT01,recode
Year of R's marriage to 2nd husband,MARDAT02,recode
Year of R's marriage to current husband (computed in FC C-7a),CMMARRCH,computed
Year R began living with her current husband or cohabiting partner,CMSTRTHP,Intermediate
Year when interview occurred,YEAR,raw
Year when pregnancy began - 10th,DATCON10,computed in post-processing
Year when pregnancy began - 11th,DATCON11,computed in post-processing
Year when pregnancy began - 12th,DATCON12,computed in post-processing
Year when pregnancy began - 13th,DATCON13,computed in post-processing
Year when pregnancy began - 14th,DATCON14,computed in post-processing
Year when pregnancy began - 15th,DATCON15,computed in post-processing
Year when pregnancy began - 16th,DATCON16,computed in post-processing
Year when pregnancy began - 1st,DATCON1,computed in post-processing
Year when pregnancy began - 2nd,DATCON2,computed in post-processing
Year when pregnancy began - 3rd,DATCON3,computed in post-processing
Year when pregnancy began - 4th,DATCON4,computed in post-processing
Year when pregnancy began - 5th,DATCON5,computed in post-processing
Year when pregnancy began - 6th,DATCON6,computed in post-processing
Year when pregnancy began - 7th,DATCON7,computed in post-processing
Year when pregnancy began - 8th,DATCON8,computed in post-processing
Year when pregnancy began - 9th,DATCON9,computed in post-processing
Year when pregnancy ended - 10th,DATEND10,computed in post-processing
Year when pregnancy ended - 11th,DATEND11,computed in post-processing
Year when pregnancy ended - 12th,DATEND12,computed in post-processing
Year when pregnancy ended - 13th,DATEND13,computed in post-processing
Year when pregnancy ended - 14th,DATEND14,computed in post-processing
Year when pregnancy ended - 15th,DATEND15,computed in post-processing
Year when pregnancy ended - 16th,DATEND16,computed in post-processing
Year when pregnancy ended - 1st,DATEND1,computed in post-processing
Year when pregnancy ended - 2nd,DATEND2,computed in post-processing
Year when pregnancy ended - 3rd,DATEND3,computed in post-processing
Year when pregnancy ended - 4th,DATEND4,computed in post-processing
Year when pregnancy ended - 5th,DATEND5,computed in post-processing
Year when pregnancy ended - 6th,DATEND6,computed in post-processing
Year when pregnancy ended - 7th,DATEND7,computed in post-processing
Year when pregnancy ended - 8th,DATEND8,computed in post-processing
Year when pregnancy ended - 9th,DATEND9,computed in post-processing
Year when R had her first biological child,DATBABY1,computed in post-processing
